Annotation,Begin_end,M003,M002,M007,M004,M005,M018,M019,M015,M016,M020,M017,M009,M013,M031,M021,M012,M014,M008,M006,M030,M010,M026,M022,M028,M027,M029,M023,M025,M001,M024,M011,D001,D002,c,ENTERHOME,Duration,Start_Date,End_Date,Start_Time,End_Time,season,weekday,preact,nextact,shift_1
Relax,,,,,,,,,,,4,,31,8,,,,,,,,,,,,,,,,,,,,,,,68,10-05-2011,10-05-2011,20:33:42,21:41:33,summer,Tuesday,Relax,Relax,Night
Relax,,,,,,,,,,,1,,69,18,,,,,,,,2,,,,,,,,,,,,,,,143,10-05-2011,11-05-2011,21:48:31,00:11:09,summer,Tuesday,Relax,Sleeping,Late Night
Sleeping,,29,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,11-05-2011,11-05-2011,00:23:55,03:59:26,summer,Wednesday,Relax,Sleeping, Morning
Sleeping,,7,6,5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,139,11-05-2011,11-05-2011,04:04:05,06:23:17,summer,Wednesday,Sleeping,Meal_Preparation,early Morning
Meal_Preparation,,,,,,,3,40,24,10,,12,,,,,,2,,,,,,,,,,,,,,,,,,,4,11-05-2011,11-05-2011,06:24:35,06:28:53,summer,Wednesday,Sleeping,Meal_Preparation,early Morning
Meal_Preparation,,,,,,,17,48,16,2,,26,,,,,,10,,,,,,,,,,,,,,,,,,,7,11-05-2011,11-05-2011,06:31:09,06:38:35,summer,Wednesday,Meal_Preparation,Relax,early Morning
Relax,,,,,,,,,,,10,,85,24,,,,,,,,2,,,,,,,,,,,,,,,23,11-05-2011,11-05-2011,06:39:05,07:02:04,summer,Wednesday,Meal_Preparation,Relax,early Morning
Relax,,,,,,,,,,,4,,89,9,,,,,,,,,,,,,,,,,,,,,,,28,11-05-2011,11-05-2011,07:02:51,07:30:41,summer,Wednesday,Relax,Work,early Morning
Work,,,,,,,,,,,,,,,,,,,,,,,75,,1,50,,,,,,,,,,,10,11-05-2011,11-05-2011,07:31:03,07:41:00,summer,Wednesday,Relax,Meal_Preparation,early Morning
Meal_Preparation,,,,,,,23,116,90,26,8,48,,,2,6,,4,1,,,,,,,,,,,,,,,,,,13,11-05-2011,11-05-2011,07:50:29,08:03:52,summer,Wednesday,Work,Relax,early Morning
Relax,,,,,,,,,,,2,,1,1,,,10,,,,,285,,,,,,,,,,,,,,,23,11-05-2011,11-05-2011,08:22:33,08:45:51,summer,Wednesday,Meal_Preparation,Meal_Preparation, Morning
Meal_Preparation,,,,,,,25,70,38,34,4,21,,,,,,8,,,,,,,,,,,,,,,,,,,9,11-05-2011,11-05-2011,08:58:48,09:07:42,summer,Wednesday,Relax,Eating, Morning
Eating,,,,,,,,,,,3,,,,,,,47,,,,,,,,,,,,,,,,,,,7,11-05-2011,11-05-2011,09:08:41,09:16:04,summer,Wednesday,Meal_Preparation,Relax, Morning
Relax,,,,,,,,,,,2,,12,1,,,10,,,,,169,,,,,,,,,,,,,,,34,11-05-2011,11-05-2011,09:29:49,10:04:04,summer,Wednesday,Eating,Relax, Morning
Relax,,,,,,,,,,,2,,1,2,,,2,,,,,39,,,,,,,,,,,,,,,11,11-05-2011,11-05-2011,10:59:02,11:10:20,summer,Wednesday,Relax,Relax, late Morning
Relax,,,,,,,,,,,4,,4,1,,,8,,,,,47,,,,,,,,,,,,,,,10,11-05-2011,11-05-2011,11:11:06,11:21:03,summer,Wednesday,Relax,Relax, late Morning
Relax,,,,,,,,,,,2,,6,1,,,12,,,,,137,,,,,,,,,,,,,,,19,11-05-2011,11-05-2011,11:21:26,11:40:43,summer,Wednesday,Relax,Leave_Home, late Morning
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,0,11-05-2011,11-05-2011,11:41:33,11:41:37,summer,Wednesday,Relax,Enter_Home, late Morning
Enter_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,0,11-05-2011,11-05-2011,13:27:03,13:27:08,summer,Wednesday,Leave_Home,Relax,Noon
Relax,,,,,,,,,,,2,,39,4,,,,,,,,2,,,,,,,,,,,,,,,13,11-05-2011,11-05-2011,13:49:04,14:01:42,summer,Wednesday,Enter_Home,Relax,Noon
Relax,,,,,,,,,,,6,,69,2,,,,,,,,,,,,,,,,,,,,,,,21,11-05-2011,11-05-2011,14:03:11,14:24:40,summer,Wednesday,Relax,Leave_Home,afternoon
Leave_Home,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,0,11-05-2011,11-05-2011,14:47:53,14:47:57,summer,Wednesday,Relax,Enter_Home,afternoon
Enter_Home,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,0,11-05-2011,11-05-2011,16:08:16,16:08:21,summer,Wednesday,Leave_Home,Relax,Late afternoon
Relax,,,,,,,,,,,8,,2,4,,,6,2,,,,51,,,,,,,,,,,,,,,7,11-05-2011,11-05-2011,16:29:26,16:36:09,summer,Wednesday,Enter_Home,Leave_Home,Late afternoon
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,0,11-05-2011,11-05-2011,16:37:39,16:37:44,summer,Wednesday,Relax,Enter_Home,Late afternoon
Enter_Home,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,0,11-05-2011,11-05-2011,19:09:27,19:09:31,summer,Wednesday,Leave_Home,Relax,Evening
Relax,,,,,,,,,,,1,,1,1,,,9,,,,,55,,,,,,,,,,,,,,,17,11-05-2011,11-05-2011,19:16:10,19:32:55,summer,Wednesday,Enter_Home,Relax,Evening
Relax,,,,,,,,,,,4,,227,11,,,1,,,,,1,,,,,,,,,,,,,,,49,11-05-2011,11-05-2011,19:49:28,20:38:14,summer,Wednesday,Relax,Relax,Night
Relax,,,,,,,,,,,11,,41,10,,,,,,,,2,,,,,,,,,,,,,,,43,11-05-2011,11-05-2011,20:42:43,21:25:27,summer,Wednesday,Relax,Sleeping,Night
Sleeping,,23,10,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,371,11-05-2011,12-05-2011,21:28:06,03:38:58,summer,Wednesday,Relax,Bed_to_Toilet,Night
Bed_to_Toilet,,,,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12-05-2011,12-05-2011,03:39:06,03:41:02,summer,Thursday,Sleeping,Sleeping, Morning
Sleeping,,35,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,12-05-2011,12-05-2011,03:41:08,06:40:09,summer,Thursday,Bed_to_Toilet,Meal_Preparation,early Morning
Meal_Preparation,,,,,,,5,30,34,6,2,10,,,,1,,1,,,,,,,,,,,,,,,,,,,4,12-05-2011,12-05-2011,06:40:45,06:44:21,summer,Thursday,Sleeping,Relax,early Morning
Relax,,,,,,,,,,,3,,33,4,,,,1,,,,,,,,,,,,,,,,,,,6,12-05-2011,12-05-2011,06:51:33,06:57:41,summer,Thursday,Meal_Preparation,Meal_Preparation,early Morning
Meal_Preparation,,,,,,,11,22,10,10,5,15,,,,,,3,,,,,,,,,,,,,,,,,,,2,12-05-2011,12-05-2011,07:29:40,07:31:38,summer,Thursday,Relax,Eating,early Morning
Eating,,,,,,,1,,,,4,,,,,,,33,1,1,,,,,,,,,,,,,,,,,3,12-05-2011,12-05-2011,07:36:50,07:40:08,summer,Thursday,Meal_Preparation,Leave_Home,early Morning
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,1,,,2,,,,,,,,,,0,12-05-2011,12-05-2011,07:58:43,07:58:51,summer,Thursday,Eating,Enter_Home,early Morning
Enter_Home,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,0,12-05-2011,12-05-2011,11:11:36,11:11:41,summer,Thursday,Leave_Home,Meal_Preparation, late Morning
Meal_Preparation,,,,,,,13,28,30,2,15,2,,8,,,,13,,,,,,,,,,,,,,,,,,,4,12-05-2011,12-05-2011,11:18:48,11:22:37,summer,Thursday,Enter_Home,Relax, late Morning
Relax,,,,,,,,,,,2,,4,2,,,2,,,,,101,,,,,,,,,,,,,,,13,12-05-2011,12-05-2011,11:25:24,11:38:06,summer,Thursday,Meal_Preparation,Relax, late Morning
Relax,,,,,,,,,,,2,,4,2,,,2,,,,,167,,,,,,,,,,,,,,,20,12-05-2011,12-05-2011,11:38:34,11:58:12,summer,Thursday,Relax,Relax, late Morning
Relax,,,,,,,,,,,16,,2,13,,,20,,,,,35,,,,,,,,,,,,,,,11,12-05-2011,12-05-2011,12:02:05,12:12:39,summer,Thursday,Relax,Leave_Home,Noon
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,12-05-2011,12-05-2011,12:25:02,12:25:07,summer,Thursday,Relax,Enter_Home,Noon
Enter_Home,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,0,12-05-2011,12-05-2011,15:12:03,15:12:09,summer,Thursday,Leave_Home,Relax,afternoon
Relax,,,,,,,,,,,3,,39,4,,,,,,,,,,,,,,,,,,,,,,,31,12-05-2011,12-05-2011,15:22:08,15:53:02,summer,Thursday,Enter_Home,Meal_Preparation,afternoon
Meal_Preparation,,,,,,,21,98,108,8,12,18,,,,4,,7,2,,,,,,,,,,,,,,,,,,11,12-05-2011,12-05-2011,15:53:06,16:03:47,summer,Thursday,Relax,Relax,afternoon
Relax,,,,,,,,,,,3,,41,6,,,,,,,,,,,,,,,,,,,,,,,27,12-05-2011,12-05-2011,16:12:50,16:39:25,summer,Thursday,Meal_Preparation,Relax,Late afternoon
Relax,,,,,,,,,,,2,,77,6,,,,,,,,,,,,,,,,,,,,,,,61,12-05-2011,12-05-2011,16:39:57,17:41:11,summer,Thursday,Relax,Sleeping,Late afternoon
Sleeping,,99,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,12-05-2011,12-05-2011,17:49:04,18:14:04,summer,Thursday,Relax,Relax,Evening
Relax,,,,,,,,,,,2,,101,8,,,,,,,,,,,,,,,,,,,,,,,18,12-05-2011,12-05-2011,18:14:50,18:32:43,summer,Thursday,Sleeping,Meal_Preparation,Evening
Meal_Preparation,,,,,,,11,36,24,8,1,14,,,,,,1,,,,,,,,,,,,,,,,,,,4,12-05-2011,12-05-2011,18:32:49,18:36:33,summer,Thursday,Relax,Relax,Evening
Relax,,,,,,,,,,,4,,87,8,,,,,,,,,,,,,,,,,,,,,,,38,12-05-2011,12-05-2011,18:36:51,19:15:19,summer,Thursday,Meal_Preparation,Relax,Evening
Relax,,,,,,,,,,,5,,53,19,,,,,,,,,,,,,,,,,,,,,,,34,12-05-2011,12-05-2011,19:16:05,19:49:40,summer,Thursday,Relax,Sleeping,Evening
Sleeping,,43,42,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,12-05-2011,12-05-2011,19:55:37,22:08:41,summer,Thursday,Relax,Relax,Night
Relax,,,,,,,,,,,2,,59,12,,,,,,,,2,,,,,,,,,,,,,,,61,12-05-2011,12-05-2011,22:19:30,23:20:36,summer,Thursday,Sleeping,Sleeping,Late Night
Sleeping,,35,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,12-05-2011,13-05-2011,23:23:08,04:01:42,summer,Thursday,Relax,Bed_to_Toilet,Late Night
Bed_to_Toilet,,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13-05-2011,13-05-2011,04:01:59,04:04:32,summer,Friday,Sleeping,Sleeping, Morning
Sleeping,,39,24,5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,122,13-05-2011,13-05-2011,04:05:24,06:07:19,summer,Friday,Bed_to_Toilet,Meal_Preparation,early Morning
Meal_Preparation,,,,,,,7,47,52,6,,6,,,,,,1,,,,,,,,,,,,,,,,,,,6,13-05-2011,13-05-2011,06:11:56,06:17:41,summer,Friday,Sleeping,Relax,early Morning
Relax,,,,,,,,,,,1,,69,7,,,,,,,,,,,,,,,,,,,,,,,12,13-05-2011,13-05-2011,06:24:29,06:36:26,summer,Friday,Meal_Preparation,Relax,early Morning
Relax,,,,,,,,,,,4,,101,17,,,,,,,,,,,,,,,,,,,,,,,25,13-05-2011,13-05-2011,06:41:24,07:06:06,summer,Friday,Relax,Relax,early Morning
Relax,,,,,,,,,,,9,,109,4,,,,,,,,2,,,,,,,,,,,,,,,15,13-05-2011,13-05-2011,07:07:15,07:22:41,summer,Friday,Relax,Work,early Morning
Work,,,,,,,,,,,,,,,,,,,,,,,75,1,2,76,,,30,,,,,,,,18,13-05-2011,13-05-2011,08:36:49,08:55:01,summer,Friday,Relax,Leave_Home, Morning
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,0,13-05-2011,13-05-2011,09:16:43,09:16:47,summer,Friday,Work,Enter_Home, Morning
Enter_Home,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,0,13-05-2011,13-05-2011,09:21:05,09:21:13,summer,Friday,Leave_Home,Relax, Morning
Relax,,,,,,,,,,,6,,2,5,,,7,,2,,,77,,,,,,,,,,,,,,,8,13-05-2011,13-05-2011,10:12:40,10:20:11,summer,Friday,Enter_Home,Leave_Home, late Morning
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,13-05-2011,13-05-2011,10:25:21,10:25:26,summer,Friday,Relax,Enter_Home, late Morning
Enter_Home,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,0,13-05-2011,13-05-2011,12:37:09,12:37:15,summer,Friday,Leave_Home,Meal_Preparation,Noon
Meal_Preparation,,,,,,,3,12,8,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,13-05-2011,13-05-2011,12:39:13,12:40:09,summer,Friday,Enter_Home,Meal_Preparation,Noon
Meal_Preparation,,,,,,,29,100,36,10,,42,,,,5,,,,,,,,2,,,,,,,,,,,,,10,13-05-2011,13-05-2011,12:44:46,12:54:16,summer,Friday,Meal_Preparation,Meal_Preparation,Noon
Meal_Preparation,,,,,,,49,198,140,28,4,42,,,,3,,8,,,,,,,,,,,,,,,,,,,20,13-05-2011,13-05-2011,12:55:03,13:15:33,summer,Friday,Meal_Preparation,Relax,Noon
Relax,,,,,,,,,,,2,,59,4,,,,1,,,,,,,,,,,,,,,,,,,14,13-05-2011,13-05-2011,13:16:01,13:29:58,summer,Friday,Meal_Preparation,Relax,Noon
Relax,,,,,,,,,,,4,,87,2,,,,,,,,,,,,,,,,,,,,,,,55,13-05-2011,13-05-2011,13:30:37,14:25:45,summer,Friday,Relax,Meal_Preparation,Noon
Meal_Preparation,,,,,,,13,38,26,14,7,22,,2,,,,11,,,,,,,,,,,,,,,,,,,5,13-05-2011,13-05-2011,14:25:55,14:30:32,summer,Friday,Relax,Relax,afternoon
Relax,,,,,,,,,,,12,,,2,,,10,,,,,45,,,,,,,,,,,,,,,11,13-05-2011,13-05-2011,14:31:16,14:42:12,summer,Friday,Meal_Preparation,Relax,afternoon
Relax,,,,,,,,,,,2,,6,2,,,4,,,,,131,,,,,,,,,,,,,,,20,13-05-2011,13-05-2011,14:53:32,15:13:09,summer,Friday,Relax,Leave_Home,afternoon
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,0,13-05-2011,13-05-2011,15:28:33,15:28:38,summer,Friday,Relax,Enter_Home,afternoon
Enter_Home,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,0,13-05-2011,13-05-2011,16:40:44,16:40:49,summer,Friday,Leave_Home,Eating,Late afternoon
Eating,,,,,,,2,,,,3,2,,,,1,,35,,,,,,,,,,,,,,,,,,,7,13-05-2011,13-05-2011,16:40:56,16:47:57,summer,Friday,Enter_Home,Relax,Late afternoon
Relax,,,,,,,,,,,2,,33,6,,,,,,,,2,,,,,,,,,,,,,,,9,13-05-2011,13-05-2011,16:54:01,17:02:50,summer,Friday,Eating,Relax,Late afternoon
Relax,,,,,,,,,,,2,,65,4,,,,,,,,,,,,,,,,,,,,,,,25,13-05-2011,13-05-2011,17:12:33,17:37:14,summer,Friday,Relax,Meal_Preparation,Late afternoon
Meal_Preparation,,,,,,,3,34,30,8,,8,,,,2,,,,,,,,1,,,,,,,,,,,,,3,13-05-2011,13-05-2011,17:37:58,17:41:06,summer,Friday,Relax,Meal_Preparation,Late afternoon
Meal_Preparation,,,,,,,11,54,26,8,1,10,,,,1,,1,,,,,,,,,,,,,,,,,,,5,13-05-2011,13-05-2011,17:47:18,17:52:03,summer,Friday,Meal_Preparation,Relax,Late afternoon
Relax,,,2,2,,2,4,,,,42,4,135,14,,4,,,30,14,,,,2,,,,2,,,12,,,,,,22,13-05-2011,13-05-2011,18:14:26,18:36:03,summer,Friday,Meal_Preparation,Meal_Preparation,Evening
Meal_Preparation,,,,,,,3,18,10,30,,12,,,,1,,,,,,,,,,,,,,,10,,,,,,5,13-05-2011,13-05-2011,18:42:16,18:47:06,summer,Friday,Relax,Meal_Preparation,Evening
Meal_Preparation,,,,,,,19,38,32,24,2,12,,,,5,,6,,,6,,,5,2,,4,4,,,24,,,,,,5,13-05-2011,13-05-2011,18:58:54,19:04:02,summer,Friday,Meal_Preparation,Meal_Preparation,Evening
Meal_Preparation,,,,,,,113,232,154,46,23,68,,12,,11,2,75,,,4,2,,10,,,2,6,,,8,,,,,,33,13-05-2011,13-05-2011,19:08:08,19:41:19,summer,Friday,Meal_Preparation,Relax,Evening
Relax,,,,,,,,,,,29,,133,45,,,,20,,,,2,,,,,2,4,,,48,,,,,,54,13-05-2011,13-05-2011,19:51:45,20:45:50,summer,Friday,Meal_Preparation,Relax,Night
Relax,,,,,,,,,,,22,,137,32,,,2,,,,,2,,,,,,,,,,,,,,,114,13-05-2011,13-05-2011,21:17:28,23:11:34,summer,Friday,Relax,Relax,Night
Relax,,,,,,,,,,,2,,35,4,,,,,,,,,,,,,,,,,,,,,,,17,13-05-2011,13-05-2011,23:36:24,23:53:32,summer,Friday,Relax,Relax,Late Night
Relax,,,,,,,,,,,2,,21,6,,,,,,,,,,,,,,,,,,,,,,,23,13-05-2011,14-05-2011,23:56:05,00:18:47,summer,Friday,Relax,Relax,Late Night
Relax,,,,,,,,,,,6,,101,8,,1,,1,,,,2,,,,,,,,,,,,,,,24,14-05-2011,14-05-2011,00:24:07,00:47:41,summer,Saturday,Relax,Sleeping, Morning
Sleeping,,11,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,14-05-2011,14-05-2011,00:50:00,04:40:09,summer,Saturday,Relax,Bed_to_Toilet, Morning
Bed_to_Toilet,,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14-05-2011,14-05-2011,04:40:17,04:42:55,summer,Saturday,Sleeping,Sleeping, Morning
Sleeping,,23,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,14-05-2011,14-05-2011,04:43:23,06:23:35,summer,Saturday,Bed_to_Toilet,Relax,early Morning
Relax,,,,,,,,,,,3,,97,22,,,1,,,,,12,,,,,,,,,,,,,,,23,14-05-2011,14-05-2011,06:24:11,06:47:39,summer,Saturday,Sleeping,Meal_Preparation,early Morning
Meal_Preparation,,,,,,,3,50,54,12,,10,,,,1,,,,,,,,,,,,,,,,,,,,,6,14-05-2011,14-05-2011,06:49:20,06:55:39,summer,Saturday,Relax,Relax,early Morning
Relax,,,,,,,,,,,1,,57,5,,,,,,,,,,,,,,,,,,,,,,,23,14-05-2011,14-05-2011,07:06:41,07:29:52,summer,Saturday,Meal_Preparation,Relax,early Morning
Relax,,,,,,,,,,,1,,37,9,,,,,,,,,,,,,,,,,,,,,,,10,14-05-2011,14-05-2011,07:31:57,07:41:49,summer,Saturday,Relax,Relax,early Morning
Relax,,,,,,,,,,,5,,41,7,,,,,,,,,,,,,,,,,,,,,,,19,14-05-2011,14-05-2011,07:49:58,08:08:29,summer,Saturday,Relax,Meal_Preparation, Morning
Meal_Preparation,,,,,,,25,58,20,,,26,,,,3,,,,,,,,4,,,,,,,,,,,,,6,14-05-2011,14-05-2011,08:11:05,08:17:33,summer,Saturday,Relax,Meal_Preparation, Morning
Meal_Preparation,,,,,,,19,28,6,,3,10,,,,5,,1,,,,,,,,,,,,,,,,,,,3,14-05-2011,14-05-2011,08:18:58,08:22:18,summer,Saturday,Meal_Preparation,Relax, Morning
Relax,,,,,,,,,,,4,,4,1,,,4,,,,,37,,,,,,,,,,,,,,,8,14-05-2011,14-05-2011,09:24:29,09:32:49,summer,Saturday,Meal_Preparation,Leave_Home, Morning
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,0,14-05-2011,14-05-2011,09:35:26,09:35:31,summer,Saturday,Relax,Enter_Home, Morning
Enter_Home,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,0,14-05-2011,14-05-2011,13:25:02,13:25:07,summer,Saturday,Leave_Home,Meal_Preparation,Noon
Meal_Preparation,,,,,,,11,34,28,4,1,10,,1,,,,1,,,,,,,,,,,,,,,,,,,4,14-05-2011,14-05-2011,13:26:56,13:31:22,summer,Saturday,Enter_Home,Relax,Noon
Relax,,,,,,,,,,,2,,57,16,,,,,,,,,,,,,,,,,,,,,,,15,14-05-2011,14-05-2011,13:31:49,13:46:27,summer,Saturday,Meal_Preparation,Relax,Noon
Relax,,,,,,,,,,,5,,21,2,,,,,,,,,,,,,,,,,,,,,,,12,14-05-2011,14-05-2011,13:46:57,13:58:42,summer,Saturday,Relax,Relax,Noon
Relax,,,,,,,,,,,5,,77,5,,,1,,,,,,,,,,,,,,,,,,,,60,14-05-2011,14-05-2011,13:59:03,14:59:30,summer,Saturday,Relax,Relax,afternoon
Relax,,,,,,,,,,,2,,3,1,,,16,,,,,71,,,,,,,,,,,,,,,10,14-05-2011,14-05-2011,14:59:46,15:09:33,summer,Saturday,Relax,Meal_Preparation,afternoon
Meal_Preparation,,,,,,,21,30,16,6,29,8,6,44,,12,38,24,,,,32,,4,,,,4,,,20,,,,,,4,14-05-2011,14-05-2011,15:33:16,15:37:11,summer,Saturday,Relax,Relax,afternoon
Relax,,,,,,,4,2,,,37,,36,49,,4,207,14,,,,127,,5,,,,5,,,122,,,,,,22,14-05-2011,14-05-2011,15:40:33,16:02:48,summer,Saturday,Meal_Preparation,Relax,afternoon
Relax,,,,,,,4,,,,12,4,2,39,,,52,12,,,1,33,,4,,,2,2,,,6,,,,,,4,14-05-2011,14-05-2011,16:03:32,16:08:01,summer,Saturday,Relax,Work,Late afternoon
Work,,,,,,,4,2,4,,,,,,,4,,,,,,,67,4,6,24,1,,4,,11,,,,,,9,14-05-2011,14-05-2011,16:20:28,16:29:00,summer,Saturday,Relax,Work,Late afternoon
Work,,,,,,,,,,,,,,,,,,,,,,,85,,1,48,,,20,,34,,,,,,17,14-05-2011,14-05-2011,16:31:55,16:49:16,summer,Saturday,Work,Relax,Late afternoon
Relax,,,,,,,,,,,10,,47,17,,,1,,,,,3,,,,,,,,,,,,,,,12,14-05-2011,14-05-2011,17:22:02,17:34:09,summer,Saturday,Work,Relax,Late afternoon
Relax,,,,,,,,,,,6,,257,8,,,,,,,,,,,,,,,,,,,,,,,55,14-05-2011,14-05-2011,17:35:24,18:30:40,summer,Saturday,Relax,Relax,Late afternoon
Relax,,,,,,,,,,,4,,33,8,,,,1,,,,,,,,,,,,,,,,,,,8,14-05-2011,14-05-2011,18:36:46,18:44:28,summer,Saturday,Relax,Relax,Evening
Relax,,,,,,,,,,,3,,73,3,,,,,,,,,,,,,,,,,,,,,,,29,14-05-2011,14-05-2011,18:47:20,19:16:28,summer,Saturday,Relax,Meal_Preparation,Evening
Meal_Preparation,,,,,,,21,116,64,30,7,16,,,,1,,5,,,,,,,,,,,,,,,,,,,12,14-05-2011,14-05-2011,19:18:38,19:31:00,summer,Saturday,Relax,Relax,Evening
Relax,,,,,,,,,,,3,,123,24,,,,,,,,,,,,,,,,,,,,,,,68,14-05-2011,14-05-2011,19:32:36,20:41:06,summer,Saturday,Meal_Preparation,Work,Night
Work,,,,,,,,,,,,,,,,,,,,,,,137,,1,22,,,,,,,,,,,52,14-05-2011,14-05-2011,20:54:41,21:46:22,summer,Saturday,Relax,Relax,Night
Relax,,,,,,,,,,,7,,35,9,,,,,,,,,,,,,,,,,,,,,,,42,14-05-2011,14-05-2011,21:59:26,22:41:01,summer,Saturday,Work,Sleeping,Late Night
Sleeping,,17,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,14-05-2011,15-05-2011,22:44:55,04:22:45,summer,Saturday,Relax,Bed_to_Toilet,Late Night
Bed_to_Toilet,,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15-05-2011,15-05-2011,04:22:50,04:25:51,summer,Sunday,Sleeping,Sleeping, Morning
Sleeping,,15,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,15-05-2011,15-05-2011,04:25:55,06:00:38,summer,Sunday,Bed_to_Toilet,Meal_Preparation,early Morning
Meal_Preparation,,,,,,,9,104,68,16,1,28,,,,,,,,,,,,,,,,,,,,,,,,,13,15-05-2011,15-05-2011,06:01:12,06:13:54,summer,Sunday,Sleeping,Relax,early Morning
Relax,,,,,,,,,,,7,,65,13,,,3,,,,,5,,,,,,,,,,,,,,,25,15-05-2011,15-05-2011,06:15:42,06:40:26,summer,Sunday,Meal_Preparation,Relax,early Morning
Relax,,,,,,,,,,,5,,35,8,,,,,,,,,,,,,,,,,,,,,,,14,15-05-2011,15-05-2011,06:50:29,07:04:58,summer,Sunday,Relax,Relax,early Morning
Relax,,,,,,,,,,,4,,79,5,,,,,,,,,,,,,,,,,,,,,,,26,15-05-2011,15-05-2011,07:13:29,07:39:14,summer,Sunday,Relax,Relax,early Morning
Relax,,,,,,,,,,,6,,6,2,,,2,,,,,75,,,,,,,,,,,,,,,9,15-05-2011,15-05-2011,08:21:00,08:30:21,summer,Sunday,Relax,Relax, Morning
Relax,,,,,,,,,,,2,,4,2,,,2,,,,,69,,,,,,,,,,,,,,,12,15-05-2011,15-05-2011,08:56:23,09:08:01,summer,Sunday,Relax,Work, Morning
Work,,,,,,,,,,,,,,,,,,,,,,,23,,2,10,,,,,,,,,,,4,15-05-2011,15-05-2011,09:08:49,09:13:06,summer,Sunday,Relax,Leave_Home, Morning
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,15-05-2011,15-05-2011,09:31:59,09:32:06,summer,Sunday,Work,Enter_Home, Morning
Enter_Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15-05-2011,15-05-2011,13:22:46,13:22:51,summer,Sunday,Leave_Home,Relax,Noon
Relax,,,,,,,,,,,2,,2,1,,,5,,,,,79,,,,,,,,,,,,,,,47,15-05-2011,15-05-2011,13:27:42,14:14:29,summer,Sunday,Enter_Home,Relax,Noon
Relax,,,,,,,,,,,4,,4,2,,,8,,,,,31,,,,,,,,,,,,,,,10,15-05-2011,15-05-2011,14:14:40,14:24:12,summer,Sunday,Relax,Relax,afternoon
Relax,,,,,,,,,,,4,,31,22,,,,,,,,,,,,,,,,,,,,,,,7,15-05-2011,15-05-2011,14:51:45,14:58:58,summer,Sunday,Relax,Relax,afternoon
Relax,,,,,,,,,,,16,,255,53,,,2,,,,,6,,,,,,,,,,,,,,,56,15-05-2011,15-05-2011,15:01:45,15:58:07,summer,Sunday,Relax,Meal_Preparation,afternoon
Meal_Preparation,,,,3,4,,17,28,34,12,4,16,2,2,,4,,9,2,2,6,,,8,,,4,,,,,,,,,,4,15-05-2011,15-05-2011,16:05:49,16:10:03,summer,Sunday,Relax,Relax,Late afternoon
